title,gender,price,composition,color,imageUrl,description,brand
Cotton Polo Shirt,men,12.99,Cotton 100%,Pink,"//lp2.hm.com/hmgoepprod?set=source[/86/ef/86ef2492d97f4df30f3a98c0e74df01e5e4a7f01.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Polo shirt in cotton piqué. Ribbed collar, button placket, and short sleeves with ribbed cuffs. Slits at sides.",H&M
Regular Fit T-shirt,men,17.99,Cotton 100%,Black/gray/beige,"//lp2.hm.com/hmgoepprod?set=source[/4a/64/4a64e8ee79452976c759306c0e18bc3d30fbe15f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,H&M
2-pack Regular Fit T-shirts,men,24.99,Cotton 100%,Black/white,"//lp2.hm.com/hmgoepprod?set=source[/a9/ea/a9eaee2c41dd1fde80986733740c79706ff25412.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirts in soft cotton jersey with a low neck. Rolled edges at neck and cuffs. Rounded hem, longer at back. Regular Fit.",H&M
Pima Cotton T-shirt,men,24.99,Cotton 100%,White,"//lp2.hm.com/hmgoepprod?set=source[/1b/98/1b989b1c9cb1a219d5839066884e177f6de08be6.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,H&M
Cotton T-shirt,men,14.99,Cotton 100%,Black/green/orange/white,"//lp2.hm.com/hmgoepprod?set=source[/07/ec/07ececdebb1804c10749bcc30569f9152d5b394e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey.,H&M
2-pack COOLMAX® T-shirts,men,24.99,"Cotton 60%, Polyester 40%",Dark blue/light blue,"//lp2.hm.com/hmgoepprod?set=source[/a4/70/a4702192df0d616232cd3910d648224f35fec113.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Crew-neck T-shirts in a soft, stretch cotton blend made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",H&M
Relaxed Fit Cotton T-shirt,men,24.99,Cotton 100%,Beige/pink/green/white,"//lp2.hm.com/hmgoepprod?set=source[/fa/fb/fafb60f0fce65aec2afd731a08ec3f7db31c6520.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.,H&M
Regular Fit V-neck T-shirt,men,5.99,Cotton 100%,Black,"//lp2.hm.com/hmgoepprod?set=source[/c6/39/c6399adf4025ee5b9cc0eeee724993ec0eeae707.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,H&M
Regular Fit Crew-neck T-shirt,men,6.99,Cotton 100%,Light pink-purple,"//lp2.hm.com/hmgoepprod?set=source[/b8/f7/b8f7f63c1422ea03a4ebb32a077fcd62a47ab36e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey.,H&M
Loose Fit Sports Shirt,men,17.99,"Polyester 94%, Elastane 6%",Light gray,"//lp2.hm.com/hmgoepprod?set=source[/6f/69/6f695a9a589ecded37ddd33ed365108cb2c045e5.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",H&M
Premium Cotton T-shirt,men,17.99,Cotton 100%,Steel blue,"//lp2.hm.com/hmgoepprod?set=source[/07/64/0764ac0ef5998e89b53a24de09b5436be31888db.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in premium cotton jersey.,H&M
2-pack Relaxed Fit T-shirts,men,24.99,Cotton 100%,White/black,"//lp2.hm.com/hmgoepprod?set=source[/69/00/69009816fbf4dadc28d37ff711350b2112b0d024.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirts in soft cotton jersey. Ribbed crew neck and dropped shoulders.,H&M
Relaxed Fit T-shirt,men,17.99,Cotton 100%,White/black/light blue,"//lp2.hm.com/hmgoepprod?set=source[/30/f4/30f41848e5b6e290493d3d9a06a16cc45e6672b5.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Relaxed-fit T-shirt in soft cotton jersey with a printed design. Ribbed neck, dropped shoulders, and chest pocket.",H&M
Cotton T-shirt,men,14.99,Cotton 100%,Beige/white,"//lp2.hm.com/hmgoepprod?set=source[/4c/61/4c61605606d60599d081b5627afc3587a61538df.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey.,H&M
Regular Fit Printed T-shirt,men,5.99,Cotton 100%,Pink/black,"//lp2.hm.com/hmgoepprod?set=source[/7e/ed/7eedaa4b2f36b5a802d29e9c0475d2d69987899d.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed motif. Ribbed crew neck.,H&M
Regular Fit T-shirt,men,12.99,Cotton 100%,Black/neon green,"//lp2.hm.com/hmgoepprod?set=source[/f8/d7/f8d7fc6749971f070b6f1b4b34b489054a2b3932.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey with a printed graphic design at front.,H&M
Regular Fit Crew-neck T-shirt,men,6.99,Cotton 100%,Mint green,"//lp2.hm.com/hmgoepprod?set=source[/18/da/18dac6edb9d512cac245cd676f193e20636ae3a4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey.,H&M
Premium Cotton T-shirt,men,17.99,Cotton 100%,Pigeon blue,"//lp2.hm.com/hmgoepprod?set=source[/a5/fe/a5fe3786d4ce33930c5c9c2ed9fa08e45089f4b3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in premium cotton jersey.,H&M
10-pack Regular Fit T-shirts,men,54.99,Cotton 100%,White,"//lp2.hm.com/hmgoepprod?set=source[/b8/e6/b8e65a31ecbe7f455000edcb0bd4bb1a4c2a6e88.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirts in soft cotton jersey.,H&M
Loose Fit Sports Shirt,men,17.99,"Polyester 94%, Elastane 6%",Dark blue melange,"//lp2.hm.com/hmgoepprod?set=source[/0e/c3/0ec3435bf890da662e91577310280e090a2234e3.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved, crew-neck shirt in fast-drying, functional fabric to help keep you dry and cool while exercising. Taped details. Rounded hem, longer at back for improved fit and increased freedom of movement.",H&M
T-shirt with Printed Design,men,12.99,Cotton 100%,White/black/red/pink/blue/green,"//lp2.hm.com/hmgoepprod?set=source[/5c/52/5c529030046e58fda835e62040a2d24432071639.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed design.,H&M
Regular Fit T-shirt,men,17.99,Cotton 100%,White/purple/beige,"//lp2.hm.com/hmgoepprod?set=source[/31/ae/31ae1533ee787a8ee1cec7a042bb25849e223918.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed design. Ribbed crew neck.,H&M
Relaxed Fit T-shirt,men,6.99,Cotton 100%,White,"//lp2.hm.com/hmgoepprod?set=source[/5b/3a/5b3a3d790de70374f149e571401d91f94fb20153.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Relaxed-fit, straight-cut T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.",H&M
2-pack Slim Fit T-shirts,men,17.99,"Cotton 95%, Elastane 5%",White,"//lp2.hm.com/hmgoepprod?set=source[/f3/09/f30937c86a1c2563bddd04b4c989aa4ce8b8df53.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirts in soft cotton jersey. Slightly wider, rounded neck with narrow trim.",H&M
Long Fit T-shirt,men,9.99,Cotton 100%,Steel gray,"//lp2.hm.com/hmgoepprod?set=source[/d4/94/d4943bd9b75c08e11cbe6fc95ff38bf7f2caaf14.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]","Long, crew-neck T-shirt in soft jersey with a rounded hem.",H&M
Pima Cotton T-shirt,men,24.99,Cotton 100%,Black,"//lp2.hm.com/hmgoepprod?set=source[/5e/eb/5eeb7473494ca117bab7e2c8cda142eab144ed0b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,H&M
Slim Fit V-neck T-shirt,men,9.99,"Cotton 95%, Elastane 5%",White,"//lp2.hm.com/hmgoepprod?set=source[/ac/bc/acbc844e233014bef7725cbc7fc759c792dccefc.jpg],origin[dam],category[men_tshirtstanks_bestbasics],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,H&M
Cotton Polo Shirt,men,12.99,Cotton 100%,White,"//lp2.hm.com/hmgoepprod?set=source[/f4/a8/f4a866f7ef852b333304668a2d39adc906a12a7b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Polo shirt in cotton piqué. Ribbed collar, button placket, and short sleeves with ribbed cuffs. Slits at sides.",H&M
2-pack Henley Shirts,men,17.99,Cotton 100%,Khaki green/beige,"//lp2.hm.com/hmgoepprod?set=source[/94/8e/948ec7f23d2d2892db4ec8835e5bbdd0e4db15bc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Short-sleeved henley shirts in soft jersey with a round neck and short button placket.,H&M
Heavy Cotton Jersey T-shirt,men,17.99,Cotton 100%,Orange/black/white,"//lp2.hm.com/hmgoepprod?set=source[/02/17/021783704f1414781731d85f32a22c1e5a0f2fd9.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Relaxed-fit T-shirt in heavy cotton jersey. Crew neck, printed design at front, and dropped shoulders.",H&M
Slub Jersey T-shirt,men,12.99,Cotton 100%,White,"//lp2.hm.com/hmgoepprod?set=source[/4a/3f/4a3f002b9af5b43332813b35a239fc27a9bc64bd.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirt in slub cotton jersey with sewn cuffs on sleeves. Slightly longer, rounded back section.",H&M
Relaxed Fit T-shirt,men,14.99,Cotton 100%,Dark gray/black/white,"//lp2.hm.com/hmgoepprod?set=source[/1b/5f/1b5fcef23f06afe09dc10400f7942a1b37d1b09e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Relaxed-fit T-shirt in soft cotton jersey. Ribbed crew neck and dropped shoulders.,H&M
Regular Fit Polo Shirt,men,12.99,Cotton 100%,Light blue,"//lp2.hm.com/hmgoepprod?set=source[/47/29/472933a7f739cb045829f1e0b6e8b86a1f12926e.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Short-sleeved polo shirt in soft cotton jersey. Ribbed collar and two buttons at top.,H&M
2-pack COOLMAX® T-shirts,men,24.99,"Cotton 60%, Polyester 40%",Dark gray/orange,"//lp2.hm.com/hmgoepprod?set=source[/cc/96/cc966a7e09d4c46818e1e860f30cc6fdda6b1feb.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Crew-neck T-shirts in a soft, stretch cotton blend made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",H&M
Slim Fit Polo Shirt,men,12.99,"Cotton 95%, Elastane 5%",Light pink,"//lp2.hm.com/hmgoepprod?set=source[/1c/89/1c89ec0309f74c25372e6d00d8bedb6470220d10.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved polo shirt in soft, organic cotton jersey. Collar and button placket at top.",H&M
Slim Fit Polo Shirt,men,12.99,"Cotton 95%, Elastane 5%",Mint green,"//lp2.hm.com/hmgoepprod?set=source[/5c/b0/5cb061402f7548017a45d9a39bd7cca777e601c1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved polo shirt in soft, organic cotton jersey. Collar and button placket at top.",H&M
Long Fit T-shirt,men,9.99,Cotton 100%,Light orange,"//lp2.hm.com/hmgoepprod?set=source[/04/29/0429cf3b196dfd8376e9cfc4ce6170ca6a17c039.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Long, crew-neck T-shirt in soft jersey with a rounded hem.",H&M
Regular Fit COOLMAX® T-shirt,men,17.99,"Cotton 59%, Polyester 41%",Neon green/black,"//lp2.hm.com/hmgoepprod?set=source[/fb/38/fb38f3625159f27d1f79f972b2b30c6e1805d687.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirt in soft jersey with a printed design. Made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",H&M
T-shirt with Printed Design,men,12.99,Cotton 100%,Yellow,"//lp2.hm.com/hmgoepprod?set=source[/dd/40/dd40747de21d0f0adbccae2c79b867b61d5ec675.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in soft cotton jersey with a printed design.,H&M
Regular Fit V-neck T-shirt,men,5.99,Cotton 100%,Light pink,"//lp2.hm.com/hmgoepprod?set=source[/91/cf/91cf5188ec6a9b359bd65eedad46337b93c32d94.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,H&M
Regular Fit T-shirt,men,6.99,Cotton 100%,Mint green,"//lp2.hm.com/hmgoepprod?set=source[/9b/62/9b62c9d579d351cf2692365af341b12a575d74d4.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirt in soft slub cotton jersey with an open chest pocket.,H&M
Slim Fit V-neck T-shirt,men,9.99,"Cotton 95%, Elastane 5%",Light purple,"//lp2.hm.com/hmgoepprod?set=source[/aa/d2/aad2966d6f08448f60cdf2c02186096b8fad2666.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,H&M
Pima Cotton T-shirt,men,24.99,Cotton 100%,Light gray melange,"//lp2.hm.com/hmgoepprod?set=source[/e3/29/e329bd3cb9d22cc69325843cd5cb642c7cbb9982.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,H&M
Long T-shirt,men,14.99,Cotton 100%,Khaki green,"//lp2.hm.com/hmgoepprod?set=source[/57/50/57507f1aaf48537424497ba5ce51f9dbe71207c4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Long, relaxed-fit T-shirt in cotton slub jersey. Rounded, wider neckline with rolled raw edge, open chest pocket, and sewn cuffs on sleeves. Rounded hem at front. Longer at back.",H&M
2-pack Regular Fit T-shirts,men,24.99,Cotton 100%,Black,"//lp2.hm.com/hmgoepprod?set=source[/fc/b5/fcb5a26c496f33b30926e6a13fd08878c53bff0f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirts in soft cotton jersey with a low neck. Rolled edges at neck and cuffs. Rounded hem, longer at back. Regular Fit.",H&M
3-pack Slim Fit T-shirts,men,24.99,"Cotton 90%, Viscose 5%, Elastane 5%",Gray melange/white/beige,"//lp2.hm.com/hmgoepprod?set=source[/6e/67/6e67b22170d92d7bfb4b22594a87a8e0b5fe22c1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirts in soft jersey.,H&M
Regular Fit Crew-neck T-shirt,men,6.99,Cotton 100%,Dark blue,"//lp2.hm.com/hmgoepprod?set=source[/35/98/35986529ca3dc88d58695fe1396f909aaf0eea57.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]",Crew-neck T-shirt in soft cotton jersey.,H&M
Regular Fit V-neck T-shirt,men,5.99,Cotton 100%,Dark gray,"//lp2.hm.com/hmgoepprod?set=source[/df/57/df57b86c1387418256d3ca34e4b7f25b04d9b9fc.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,H&M
2-pack Slim Fit T-shirts,men,17.99,"Cotton 95%, Elastane 5%",Dark gray/black,"//lp2.hm.com/hmgoepprod?set=source[/f3/40/f3400b201b21f6c3e9b5ded3c86aff9f9e774338.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","T-shirts in soft cotton jersey. Slightly wider, rounded neck with narrow trim.",H&M
3-pack Slim Fit T-shirts,men,24.99,"Cotton 95%, Elastane 5%",Beige/white/light pink,"//lp2.hm.com/hmgoepprod?set=source[/49/17/4917c26dba5e14ee221ebcecaa7111a8cc8058b1.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",Crew-neck T-shirts in soft jersey.,H&M
2-pack COOLMAX® T-shirts,men,24.99,"Cotton 60%, Polyester 40%",Black,"//lp2.hm.com/hmgoepprod?set=source[/c7/f7/c7f767462dbd16801c048fb54919fa420baed834.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]","Crew-neck T-shirts in a soft, stretch cotton blend made from COOLMAX® functional fabric – a unique, soft, comfortable, and fast-drying polyester fiber to efficiently wick moisture while regulating temperature.",H&M
Muscle Fit Sports Shirt,men,9.99,"Polystyrene 93%, Elastane 7%",Dark blue melange,"//lp2.hm.com/hmgoepprod?set=source[/52/0d/520ddc73dfda229099361acea1992f1c8f29a7c4.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Short-sleeved sports shirt in fast-drying, functional fabric. Made partly from recycled polyester.",H&M
Regular Fit V-neck T-shirt,men,5.99,Cotton 100%,Dark blue,"//lp2.hm.com/hmgoepprod?set=source[/be/47/be478a4d24150253b5abb98b4c772a4c8f6bf218.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",V-neck T-shirt in soft cotton jersey.,H&M
2-pack Long Fit T-shirts,men,17.99,Cotton 100%,White/black,"//lp2.hm.com/hmgoepprod?set=source[/0f/fb/0ffbed718bdfdf74ea87e61023458d3d6815065f.jpg],origin[dam],category[],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Long, straight-cut T-shirts in soft cotton jersey. Ribbed crew neck and very rounded hem. Relaxed fit.",H&M
Cotton T-shirt,men,17.99,Cotton 100%,Dark brown,"//lp2.hm.com/hmgoepprod?set=source[/80/3b/803bbd6726286282863cf22ef333d6f48056890a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]","Blank staples is a streetwear collection of minimalistic pieces – the perfect canvas for your personal style and creativity. This contemporary T-shirt is made from heavy, 7 oz/yd2 organic cotton jersey for a premium handfeel. Straight-cut, oversized, and relaxed fit with a ribbed crew neck and dropped shoulders.",H&M
Pima Cotton T-shirt,men,24.99,Cotton 100%,Dark blue,"//lp2.hm.com/hmgoepprod?set=source[/f4/63/f4638a450f2fa5e0cad2a4f5e5213756b507125e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]",T-shirt in pima cotton jersey with a ribbed crew neck. Straight-cut hem with short slits at sides.,H&M
1/4-Zip Polo Shirt,men,17.99,"Cotton 60%, Polyester 40%",Gray,"//lp2.hm.com/hmgoepprod?set=source[/b9/24/b9245623933837ef8d3a3e75be504d7cb583b235.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]","Short-sleeved polo shirt in cotton piqué. Ribbed collar, zipper at top, and short slits at sides.",H&M
